,CRUDE_PETRO,CRUDE_BRENT,CRUDE_DUBAI,CRUDE_WTI,COAL_AUS,COAL_SAFRICA,NGAS_US,NGAS_EUR,NGAS_JP,iNATGAS,COCOA,COFFEE_ARABIC,COFFEE_ROBUS,TEA_AVG,TEA_COLOMBO,TEA_KOLKATA,TEA_MOMBASA,COCONUT_OIL,GRNUT,FISH_MEAL,GRNUT_OIL,PALM_OIL,PLMKRNL_OIL,SOYBEANS,SOYBEAN_OIL,SOYBEAN_MEAL,MAIZE,RICE_05,RICE_A1,WHEAT_US_HRW,BANANA_EU,BANANA_US,ORANGE,BEEF,CHICKEN,LAMB,SHRIMP_MEX,SUGAR_EU,SUGAR_US,SUGAR_WLD,TOBAC_US,LOGS_CMR,LOGS_MYS,SAWNWD_CMR,SAWNWD_MYS,PLYWOOD,COTTON_A_INDX,RUBBER_TSR20,RUBBER1_MYSG,PHOSROCK,DAP,TSP,UREA_EE_BULK,POTASH,ALUMINUM,IRON_ORE,COPPER,LEAD,Tin,NICKEL,Zinc,GOLD,PLATINUM,SILVER
2000-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-29,0.07278793513894488,0.08764422109346137,0.05828106521794396,0.07115164465787771,0.0,0.03621085275018032,0.09079209982953573,0.029327615094520088,0.014354313451683032,0.06643542817770731,-0.06942067898010722,-0.07153002875166425,-0.08468784789929366,-0.023235296729345545,-0.010618205558426741,-0.20014548536604443,0.11517361655031189,-0.10129133405110036,0.005698021114637797,-0.03969622348027446,0.016939490338157448,-0.04706751085798633,-0.0795120629277335,0.028437935320533292,-0.03256990235399826,0.04131802729318412,0.019741672769288954,-0.0016583751727763385,-0.009739649297538122,0.019648835731622682,0.03786413125291711,0.1823181008375272,-0.0753080658344576,0.00631343697979847,-0.010357420400453565,-0.010728806803935953,0.007843177461025697,-0.02531353520127677,-0.03522869188374378,-0.056352936551131716,-0.017712152589805186,-0.030357939998874706,-0.047571205723176746,-0.030346862458339174,0.0,-0.03868453232484548,0.12463422699429709,0.03270311610385046,0.1336671054563791,0.0,-0.018512698742289224,0.0,0.15221081500943168,0.0,-0.0059751561873779835,0.0,-0.02367860935442856,-0.04262408331027512,-0.04939681259900297,0.1499034949600393,-0.07383393698416008,0.0532153346604165,0.16422608825273777,0.011212491328815632
2000-03-31,0.009834792481176802,-0.00851118327252065,0.016195027683538754,0.02158831159090191,0.0,0.032489321529939996,0.05148195583514348,0.014347448408141394,0.05768611833768267,0.040115099905461804,0.07744501177892825,-0.02657225567154131,-0.054954688435483345,-0.03412610869983612,0.009084714924380455,-0.10838424766650251,-0.020396627907645737,-0.06826797112900351,0.0,-0.0469427955585866,0.064276718186429,0.049936953285938834,-0.04225980928988271,0.032186686495901284,0.015386411689527257,0.0069106065693747,-0.0010515248077203054,-0.06536874119356018,-0.03353478108659225,-0.020877975961063555,-0.06198206654715281,-0.1823181008375272,-0.07843188341195595,0.01117579803513058,-0.006615623014226024,0.0007410701391473706,0.023167059281534286,-0.012554984762055521,0.07395618677795124,-0.04000533461369926,0.014854984249955905,-0.01923900114049726,0.036059162972684966,0.010611607617711627,-0.010929070532179175,0.02189375255503201,0.06432743934259219,-0.10819402607700429,-0.07712932778840825,0.0,-0.01043487729257997,0.0,-0.015374167249587956,0.0,-0.05742927675837617,0.0,-0.034713192686057326,-0.024841827966464614,-0.033210558478389274,0.06290802681339613,0.019446187782787838,-0.045961180790969,-0.08088166821380227,-0.03526491337199755
2000-04-30,-0.15809929231422215,-0.19780299149555214,-0.12966555495046794,-0.14660347419187536,0.0,0.02188980795273432,0.0825210236880034,0.0472967147030654,0.039565600206191265,0.06928567393257268,-0.01512624737966993,-0.06266998679310143,-0.03961310083734285,0.02112953587265587,-0.00737158140601224,0.10956496279219174,-0.015883046173003068,-0.0036297680505787966,-0.01526362598433817,-0.0411145498086416,0.07426478944485382,0.06382193207071918,0.0017969456767019665,0.035559302036487495,0.007537069925467321,-0.030196399231016358,0.001576872862881551,-0.04995363143272957,-0.0233733511853087,-0.005597472040928864,-0.03221306906697091,-0.010778235367625011,0.12049048129767392,-0.0033396446491218423,0.0,0.0016654025795550531,0.015151805020602538,0.002765297303115255,0.05401528940487155,0.1618532243805464,0.006008039735485582,-0.018763201166541954,0.01724449318372745,-0.018762659108279678,0.0,0.013740826226698921,0.024012729380474773,-0.017544309650909473,0.030887142878857743,0.0,0.0,0.0,-0.06397529949497205,0.0,-0.07908040280005757,0.0,-0.03548500819280331,-0.04685458110761864,-0.013539894367815108,-0.055254034482304704,0.009982257577790143,-0.023672671299076242,0.03730675857538923,-7.897802440592905e-05
2000-05-31,0.14700364717533487,0.19305932268417347,0.14195023490233494,0.10949283273590948,0.019724505347778365,0.04354482794748549,0.1668001808913313,-0.0359651486935153,-0.023992426743221218,0.09915004637885882,0.010471299867295336,-0.004902206193527769,-0.002963570714320119,0.09988378362710382,-0.05732407274863516,0.366337043955957,-0.009901070982711646,-0.1340510081207551,-0.015511938940044878,-0.041943737903688216,0.004862747745803198,-0.13815033848081715,-0.142548586274712,0.0,-0.08033172205685801,0.017416044385908158,0.012007453063055173,-0.07818180925329266,-0.030180617149991207,0.06474066986026372,-0.17395008116802207,-0.13920978814770668,0.19710599486878544,0.004561391899444267,0.008868852150221734,-0.05307957092495874,0.014925650216675468,-0.043565658274061336,-0.015069745980860971,0.14123747342407977,-0.020956816275784718,-0.04439523067350315,-0.024448036703047293,-0.04441474202221407,-0.011049836186590056,-0.02449265455891858,0.030221139114676943,-0.04282290822582391,-0.022857316537612693,0.0,0.0,0.0,0.08901137765629663,0.0,0.006600729181077902,0.0,0.06171622500366247,-0.021604296823110936,0.012329884136764946,0.040568084107318825,0.025652533794885635,-0.016220078787037906,0.05539601133147265,-0.016905849619220925
2000-06-30,0.08574903487863716,0.08203161251491853,0.07341370093258748,0.09996304102017861,0.0,0.03581909780495307,0.17859020918109647,0.013986241974739855,0.045315196212042386,0.1310515533231813,0.028454160526391242,-0.08540087335925439,-0.03775213693757755,-0.05875772085012598,-0.08241854454131997,-0.11091556504794464,0.018484814674103123,-0.09593407501017115,-0.01899974343118238,0.12342164839357306,-0.013343678454247332,-0.028170876966695957,-0.102374410303538,-0.0818638700781733,-0.023349460816709744,-0.018171426519271172,-0.13324972127382484,-0.013178092380555562,-0.028967055352703497,0.012142848071721168,-0.12319161861735606,-0.05685094452955197,0.03694704488523126,-0.02734347567268547,0.023272782055375724,0.0032312721553241497,-0.014925650216675468,-0.005966928471492383,-0.0028510354308390884,0.18982934463022527,-0.005118295943697504,0.04698595166827957,0.02439653941951825,0.07597438597212847,0.0,0.01333293429991933,-0.017015572931228073,-0.03529390069237931,-0.026373535965686312,0.0,-0.00701757265864611,0.0,0.14429061177626235,0.0,0.026586611858616216,0.0,-0.018334412073136797,0.018035838177370422,0.0010267694338068623,-0.18599533733428864,-0.03429208875856293,0.03758554078465082,0.06236245921116801,0.003608230671729329
2000-07-31,-0.04998147964405941,-0.03942627858531367,-0.04863079376088608,-0.06108591259309959,0.0,0.0,-0.07770898432731621,0.09531017980432499,0.02500130220541741,-0.02937855015692925,0.01973645225489947,0.010440142851511847,-0.04455321797281703,0.09433911406885198,0.06150197696445331,0.18106821155349762,0.030068410742887686,-0.08846864798760823,0.026785790130866793,0.013022786222859573,-0.014819278635681776,-0.009569451016150587,-0.08368081604246491,-0.06865440473807816,0.02727699845949516,-0.043765027966759185,-0.11365602454010926,-0.036367644170874236,0.023380448644064522,-0.04072655961229543,0.0216673552370939,-0.24616568692071394,-0.059684244864002034,-0.01702756280297124,0.010767264184615377,0.0014370887836316903,0.007490671729157405,0.00018134010386072763,-0.01244928695207792,0.14129252488388966,-0.011926294727605757,-0.010116928695224736,-0.016145710890614673,-0.010105749206380743,-0.03966525639242402,-0.013805976533389774,-0.018319477839767284,-0.028434707061646636,-0.032625608179154164,0.0,-0.012044070492845727,0.016172859245600968,0.1464088817003697,0.0,0.037263946427388284,0.0,0.025999764335863595,0.07460151777841784,-0.020925526974066244,-0.029745208482852448,0.01623743584674653,-0.01459519668461784,0.0009999822265047698,-0.005698935839838271
2000-08-31,0.037826289822822545,0.031058397019972706,0.038563489725553346,0.04358959803470075,0.0,0.0,0.10763066419236544,0.012547216052088528,-0.0041237171838621745,0.07791251909677133,-0.08702077720865495,-0.12713493211593951,-0.06496087945930695,-0.04851436370565676,0.04757250454257411,-0.16690002638261392,-0.004750602758597733,-0.07526248450054673,0.00527675110324477,-0.05360708984035156,-0.022622493217377304,-0.019418085857101808,-0.09132809390520347,0.005063301956546695,-0.031070111687489188,0.0013674856178251815,0.0041100488749021835,-0.013315775975772048,0.0066306297719753715,-0.00570536193805804,-0.022375217362244737,0.08608133409167062,-0.02382684182621153,-0.007454029388929362,0.006837348407698618,0.0016675396026655243,-0.04580953603129423,-0.0014516424251214133,0.0028866991419366217,0.08000650792331054,0.011976799523046644,-0.003982139470886992,5.233547037697406e-05,0.010203570143209717,0.0,6.759116360743889e-05,0.04191205504735296,0.04772042533053439,0.01909767002581847,0.0,0.05764336790253122,0.01591545530589933,0.0916057096284355,0.0,-0.023209383090509128,0.0,0.0309171543627631,0.04540338833654278,-0.007324939311784462,-0.01950452404113001,0.029143432885899045,-0.025610146930153732,0.03044439361782203,-0.016803025315208497
2000-09-30,0.09200059786698978,0.10294169051683966,0.09484158426797995,0.07911871162382411,0.0587846948944275,0.0,0.1374917938406195,0.0049751346401138985,0.012320484388040676,0.10056016926411093,-0.004295733488075312,-0.01491190560616995,0.015064425167844009,0.005009723185840587,0.06566234852786879,-0.049834566381722345,0.0035650661644961446,-0.1110670936909468,0.017712767121453865,-0.030183352744520775,0.008224740248445883,-0.060624621816434576,-0.11573595203465814,0.054067221270275745,-0.051242091438249204,0.08200570223313708,0.062195542994634145,-0.0410454332431156,-0.0005798782417985038,0.08089420636258637,-0.07554131781120693,0.2325680853612021,-0.0729753160719796,-0.04007213934349885,0.025110041679081707,-0.039155619177705714,-0.03984590854719938,-0.04874476843208386,0.035629579754126284,-0.0403334084243816,-0.010710023944071168,-0.07074294999327524,0.012947015635693226,-0.07075263355084349,-0.10986647757854406,0.03356279892101455,0.01236365924835986,-0.00395974779066105,-0.0054628360436553836,0.0,0.057999103254741335,0.0,-0.15806335404179528,0.0,0.04704207860754295,0.0,0.05480543455557907,0.02916265817539454,0.03145234257476126,0.07588881905943445,0.04561813406233206,-0.002882424690204388,0.024438801248541253,0.0008182636902021034
2000-10-31,-0.02150789920680385,-0.05315530736855445,0.0160366856040568,-0.025104445596545677,0.0,0.04277564046620519,-0.00793654959573642,0.06717152815706462,0.02817087696669618,0.01114105696688128,-0.005680542428115262,0.011544998500449655,-0.07190899536211964,-0.0359767835077236,0.020475649378732474,-0.056951037750287536,-0.0695013891688987,0.023810648693719294,-0.009338926889578048,-0.04130289152897948,-0.007933144821777205,-0.12169693497752032,-0.024845998586530804,-0.02912827292302378,0.004884209482930224,-0.0058275223193460235,0.05561689448172391,0.046393039569710304,-0.049341360133571044,0.08708230249659987,-0.028323623983219304,-0.0977655789952725,0.04064759418549102,0.004492206910873264,-0.0027590701589431665,0.021328720183472316,-0.04149973090675285,0.011751461997497326,0.09838212027636395,0.06944505327173056,0.010922116235311918,-0.01975478708863676,-0.021566852461814,-0.019759727882740385,-0.006472514505611038,-0.015389816483366126,-0.012289168578281828,0.001156547010370601,0.009389740349838971,0.0,-0.010210682201956978,-0.008810629682154847,-0.02467065893453757,0.0,-0.06513449812326311,0.0,-0.032042129627222415,-0.0020550767610876264,-0.0357028047172836,-0.11780054569046605,-0.11087498460191103,-0.013537581670973964,-0.02079247334236367,-0.012386225057684497
